83322,algorithm3piano*noisyReal.mid
71051,tie
78009,algorithm3piano*basic.mid
5628,algorithm3piano*noisyReal.mid
83759,algorithm3piano*noisyReal.mid
53258,algorithm3piano*noisyReal.mid
45575,bad
28867,tie
3121,algorithm3piano*basic.mid
65888,algorithm3piano*basic.mid
