28867,bad
83322,algorithm3piano*basic.mid
83759,algorithm3piano*basic.mid
78009,algorithm1piano*basic.mid
5628,algorithm3piano*basic.mid
3121,algorithm3piano*basic.mid
53258,algorithm1piano*basic.mid
65888,algorithm3piano*basic.mid
71051,algorithm1piano*basic.mid
45575,tie
