78073,algorithm1*.mid
6568,bad
28547,bad
54020,algorithm3*.mid
24946,tie
31356,algorithm1*.mid
3475,algorithm1*.mid
13246,algorithm3*.mid
1112,algorithm1*.mid
48960,tie
